seed,disease,kg,condition,model,shuffle,pool_size,positive_letter,rank,reciprocal_rank,hit@1,hit@3,hit@5,parsed,error,pos_basis,pos_agreement,pos_confidence,pos_rationale,frac_basis_kg,mean_confidence
1,HoFH pediatric (EMA),none,no_kg,gpt-4.1-mini,0,8,D,8,0.125,0,0,0,1,,prior,insufficient,1.0,No KG evidence and pharmacology does not support relevance to HoFH pediatric.,0.625,2.625
1,HoFH pediatric (EMA),none,no_kg,gpt-4.1-mini,1,8,C,8,0.125,0,0,0,1,,both,insufficient,1.0,"Drug-8 shows no meaningful KG or pharmacological links to pathways implicated in HoFH, indicating minimal plausibility.",0.625,2.625
1,Nephrotic syndrome,none,no_kg,gpt-4.1-mini,0,8,B,1,1.0,1,1,1,1,,both,consistent,5.0,"Strong KG evidence links Drug-1 targets to immune and glomerular pathways directly implicated in nephrotic syndrome, consistent with known disease biology.",0.625,2.625
1,Nephrotic syndrome,none,no_kg,gpt-4.1-mini,1,8,F,9,0.1111111111111111,0,0,0,1,,,,,,1.0,5.0
1,Follicular lymphoma,none,no_kg,gpt-4.1-mini,0,8,E,8,0.125,0,0,0,1,,kg,conflicting,1.0,"Drug-8’s KG links suggest pathways not implicated or potentially antagonistic to follicular lymphoma treatment, conflicting with pharmacological understanding.",0.625,2.625
1,Follicular lymphoma,none,no_kg,gpt-4.1-mini,1,8,G,6,0.16666666666666666,0,0,0,1,,prior,insufficient,2.0,No KG links and limited pharmacological relevance to follicular lymphoma.,0.5,2.875
1,Retinal vein occlusion,none,no_kg,gpt-4.1-mini,0,8,A,3,0.3333333333333333,0,1,1,1,,both,insufficient,3.0,Drug-8 has some KG links to vascular targets but evidence is sparse; prior pharmacology suggests potential benefit.,0.5,2.625
1,Retinal vein occlusion,none,no_kg,gpt-4.1-mini,1,8,G,6,0.16666666666666666,0,0,0,1,,prior,insufficient,2.0,Drug-8’s pharmacology is not strongly connected to vascular or retinal pathology relevant to RVO.,0.375,2.625
1,Agitation associated with Alzheimer's dementia,none,no_kg,gpt-4.1-mini,0,8,B,2,0.5,0,1,1,1,,both,consistent,4.0,KG evidence and pharmacological knowledge both suggest plausible mechanisms influencing agitation symptoms in Alzheimer's dementia.,0.625,2.625
1,Agitation associated with Alzheimer's dementia,none,no_kg,gpt-4.1-mini,1,8,H,4,0.25,0,0,1,1,,prior,insufficient,3.0,Drug-2 lacks KG evidence but has plausible mechanisms based on its pharmacology relevant to agitation symptoms.,0.625,2.75
1,High LDL-C with increased CV risk (expanded),none,no_kg,gpt-4.1-mini,0,8,B,5,0.2,0,0,1,1,,both,insufficient,2.0,Drug-8 shows some KG links to cardiovascular pathways but lacks direct lipid metabolism targets or strong prior evidence.,0.625,2.75
1,High LDL-C with increased CV risk (expanded),none,no_kg,gpt-4.1-mini,1,8,E,9,0.1111111111111111,0,0,0,1,,,,,,1.0,5.0
1,Indolent systemic mastocytosis,none,no_kg,gpt-4.1-mini,0,8,E,7,0.14285714285714285,0,0,0,1,,kg,insufficient,1.0,Drug-8 has minimal KG evidence and no known direct pharmacological relevance to ISM.,0.75,2.625
1,Indolent systemic mastocytosis,none,no_kg,gpt-4.1-mini,1,8,D,4,0.25,0,0,1,1,,kg,insufficient,3.0,Drug-8 shows KG associations with immune modulation but no strong mast cell or KIT receptor pathway connections.,0.5,2.625
1,EGPA (expanded),none,no_kg,gpt-4.1-mini,0,8,B,2,0.5,0,1,1,1,,both,consistent,3.0,"Drug-7 shows KG links to relevant immune targets and inflammatory pathways, aligning with known mechanisms in EGPA.",0.25,2.375
1,EGPA (expanded),none,no_kg,gpt-4.1-mini,1,8,B,8,0.125,0,0,0,1,,both,conflicting,1.0,"KG evidence is weak and conflicting with known drug effects, lowering confidence in efficacy for EGPA.",0.625,2.75
1,COVID-19 (expanded population),none,no_kg,gpt-4.1-mini,0,8,E,8,0.125,0,0,0,1,,kg,conflicting,1.0,Drug-8 shows KG links to pathways contradictory to COVID-19 pathophysiology and no supportive prior evidence.,0.75,2.625
1,COVID-19 (expanded population),none,no_kg,gpt-4.1-mini,1,8,H,8,0.125,0,0,0,1,,kg,insufficient,1.0,KG evidence is very sparse and prior knowledge does not support efficacy in COVID-19.,0.625,2.75
1,Obstructive sleep apnea with obesity,none,no_kg,gpt-4.1-mini,0,8,E,8,0.125,0,0,0,1,,prior,insufficient,1.0,Drug-8 has neither KG evidence nor known pharmacological relevance to obstructive sleep apnea or obesity.,0.375,2.25
1,Obstructive sleep apnea with obesity,none,no_kg,gpt-4.1-mini,1,8,A,2,0.5,0,1,1,1,,both,consistent,3.0,Drug-8 has KG links to relevant metabolic and respiratory pathways and a plausible pharmacological profile for the disease.,0.5,2.25
1,KRAS G12C+ mCRC,none,no_kg,gpt-4.1-mini,0,8,E,7,0.14285714285714285,0,0,0,1,,both,insufficient,2.0,Sparse KG evidence and lack of strong prior mechanisms related to KRAS mutation lower plausibility.,0.625,3.0
1,KRAS G12C+ mCRC,none,no_kg,gpt-4.1-mini,1,8,C,8,0.125,0,0,0,1,,prior,insufficient,1.0,"Drug-8 shows no KG or prior evidence linking it to KRAS-mutant colorectal cancer, making its mechanistic plausibility minimal.",0.375,2.625
1,Diabetic retinopathy/DME (EMA Mar+May 2026),none,no_kg,gpt-4.1-mini,0,8,B,3,0.3333333333333333,0,1,1,1,,both,insufficient,3.0,Drug-8 has some KG links to oxidative stress pathways but with limited direct disease association; prior knowledge suggests partial relevance.,0.625,2.75
1,Diabetic retinopathy/DME (EMA Mar+May 2026),none,no_kg,gpt-4.1-mini,1,8,D,3,0.3333333333333333,0,1,1,1,,both,insufficient,3.0,Drug-8 shows some KG associations with relevant targets but lacks strong prior evidence for efficacy in diabetic retinopathy.,0.375,2.625
1,Chorea associated with Huntington's disease,none,no_kg,gpt-4.1-mini,0,8,C,8,0.125,0,0,0,1,,both,insufficient,1.0,Drug-8 shows no meaningful KG or pharmacological evidence supporting its use for chorea in Huntington's disease.,0.625,2.375
1,Chorea associated with Huntington's disease,none,no_kg,gpt-4.1-mini,1,8,G,8,0.125,0,0,0,1,,kg,conflicting,1.0,"Drug-8 KG links suggest involvement in pathways that might exacerbate Huntington's pathology, conflicting with repurposing rationale.",0.625,2.25
1,Heart failure (broadened),none,no_kg,gpt-4.1-mini,0,8,G,7,0.14285714285714285,0,0,0,1,,prior,insufficient,1.0,Drug-8 shows neither KG mechanistic links nor pharmacological rationale relevant to heart failure.,0.5,2.625
1,Heart failure (broadened),none,no_kg,gpt-4.1-mini,1,8,A,6,0.16666666666666666,0,0,0,1,,prior,insufficient,2.0,Drug-8 has no KG evidence and minimal known relevance to heart failure mechanisms.,0.625,2.625
1,Acquired hypofibrinogenemia in cardiovascular surgery,none,no_kg,gpt-4.1-mini,0,8,D,1,1.0,1,1,1,1,,both,consistent,4.0,"Drug-6 targets coagulation factors and modulates pathways related to fibrinogen stabilization, supported by KG evidence and consistent with known pro-hemostatic effects.",0.25,2.375
1,Acquired hypofibrinogenemia in cardiovascular surgery,none,no_kg,gpt-4.1-mini,1,8,C,3,0.3333333333333333,0,1,1,1,,both,insufficient,3.0,Drug-6 has some KG associations with relevant pathways but limited direct evidence; pharmacology suggests a possible but weak link to fibrinogen regulation.,0.625,2.75
1,Pediatric atopic dermatitis,none,no_kg,gpt-4.1-mini,0,8,H,8,0.125,0,0,0,1,,kg,insufficient,1.0,Drug-8 shows no substantial KG evidence or prior knowledge supporting its use in pediatric atopic dermatitis.,0.75,2.625
1,Pediatric atopic dermatitis,none,no_kg,gpt-4.1-mini,1,8,F,7,0.14285714285714285,0,0,0,1,,prior,insufficient,1.0,Drug-8 has neither KG evidence nor known mechanisms linked to AD pathophysiology.,0.5,2.625
1,COVID-19 updated strain,none,no_kg,gpt-4.1-mini,0,8,F,8,0.125,0,0,0,1,,kg,insufficient,1.0,Drug-8 shows no meaningful KG links or prior pharmacological rationale for COVID-19 treatment.,0.75,2.625
1,COVID-19 updated strain,none,no_kg,gpt-4.1-mini,1,8,B,9,0.1111111111111111,0,0,0,1,,,,,,1.0,5.0
1,Delay T1D onset in children ≥1yr,none,no_kg,gpt-4.1-mini,0,8,B,2,0.5,0,1,1,1,,both,consistent,4.0,"Drug-7 has KG-supported targets involved in preserving beta-cell function and modulating inflammatory pathways relevant to T1D, which aligns with pharmacological knowledge.",0.625,2.625
1,Delay T1D onset in children ≥1yr,none,no_kg,gpt-4.1-mini,1,8,H,8,0.125,0,0,0,1,,prior,insufficient,1.0,Drug-7 has no KG evidence and pharmacological knowledge does not suggest plausible mechanisms for delaying T1D onset.,0.625,2.625
1,Unresectable thymic carcinoma (PMDA),none,no_kg,gpt-4.1-mini,0,8,D,4,0.25,0,0,1,1,,both,insufficient,2.0,Drug-6 shows weak KG links and minimal prior rationale for this disease.,0.5,2.25
1,Unresectable thymic carcinoma (PMDA),none,no_kg,gpt-4.1-mini,1,8,E,4,0.25,0,0,1,1,,prior,insufficient,3.0,Drug-6 does not have KG links but is known to modulate pathways potentially relevant for cancer therapy.,0.625,2.625
1,Retinal vein occlusion,none,no_kg,gpt-4.1-mini,0,8,B,2,0.5,0,1,1,1,,both,consistent,4.0,"Drug-8 modulates coagulation and vascular function with KG links to relevant targets, aligning with known mechanisms in retinal vein occlusion.",0.625,3.0
1,Retinal vein occlusion,none,no_kg,gpt-4.1-mini,1,8,B,5,0.2,0,0,1,1,,both,insufficient,3.0,"Drug-8 shows weak KG links to pathways tangentially related to RVO, but lacks strong pharmacological rationale.",0.75,3.0
1,Spinal muscular atrophy (pediatric expansion),none,no_kg,gpt-4.1-mini,0,8,F,7,0.14285714285714285,0,0,0,1,,kg,insufficient,1.0,Minimal KG evidence and no known mechanism relevant to SMA.,0.625,2.625
1,Spinal muscular atrophy (pediatric expansion),none,no_kg,gpt-4.1-mini,1,8,G,9,0.1111111111111111,0,0,0,1,,,,,,1.0,5.0
1,Chronic thromboembolic pulmonary hypertension,none,no_kg,gpt-4.1-mini,0,8,D,1,1.0,1,1,1,1,,prior,insufficient,4.0,"Drug-3 likely modulates pathways known to impact pulmonary hypertension, such as endothelin receptor antagonism or phosphodiesterase-5 inhibition, consistent with CTEPH pathophysiology.",0.0,4.0
1,Chronic thromboembolic pulmonary hypertension,none,no_kg,gpt-4.1-mini,1,8,D,4,0.25,0,0,1,1,,kg,insufficient,2.0,Drug-7's KG evidence is sparse and does not strongly support involvement in CTEPH mechanisms.,0.5,2.125
1,Polycythaemia vera and essential thrombocytopenia,none,no_kg,gpt-4.1-mini,0,8,D,1,1.0,1,1,1,1,,both,consistent,5.0,Strong KG evidence linking Drug-1 to JAK2 inhibition and relevant pathways aligns well with known pathophysiology of the disease.,0.75,2.625
1,Polycythaemia vera and essential thrombocytopenia,none,no_kg,gpt-4.1-mini,1,8,E,3,0.3333333333333333,0,1,1,1,,prior,insufficient,3.0,Drug-1 lacks KG evidence but is pharmacologically plausible based on its target profile related to hematopoiesis regulation.,0.5,2.625
1,Generalized myasthenia gravis,none,no_kg,gpt-4.1-mini,0,8,D,7,0.14285714285714285,0,0,0,1,,both,conflicting,1.0,"KG evidence links Drug-8 to pathways unrelated or potentially counterproductive to GMG treatment, conflicting with prior knowledge.",0.5,2.625
1,Generalized myasthenia gravis,none,no_kg,gpt-4.1-mini,1,8,D,7,0.14285714285714285,0,0,0,1,,both,conflicting,1.0,"Drug-8 shows KG links that conflict with pharmacological understanding of GMG, reducing mechanistic plausibility severely.",0.625,2.625
1,Invasive fungal infections pediatric ≥2yr,none,no_kg,gpt-4.1-mini,0,8,H,3,0.3333333333333333,0,1,1,1,,both,insufficient,3.0,Drug-5 has some KG associations to fungal-related targets but lacks strong pathway links; prior knowledge suggests possible but uncertain relevance.,0.375,2.625
1,Invasive fungal infections pediatric ≥2yr,none,no_kg,gpt-4.1-mini,1,8,A,2,0.5,0,1,1,1,,both,consistent,4.0,Drug-5 shows mechanistic links in the KG to fungal-related pathways and has plausible antifungal activity based on prior knowledge.,0.625,2.625
1,PKU expanded to ≥12yr,none,no_kg,gpt-4.1-mini,0,8,D,8,0.125,0,0,0,1,,kg,insufficient,1.0,Drug-8 lacks meaningful KG evidence or prior knowledge supporting efficacy or mechanism in PKU treatment.,0.75,2.625
1,PKU expanded to ≥12yr,none,no_kg,gpt-4.1-mini,1,8,B,9,0.1111111111111111,0,0,0,1,,,,,,1.0,5.0
1,IDH1-mutated relapsed/refractory MDS,none,no_kg,gpt-4.1-mini,0,8,E,6,0.16666666666666666,0,0,0,1,,prior,insufficient,2.0,Drug-8 is pharmacologically less relevant to IDH1 mutation or MDS based on known mechanisms and no KG evidence.,0.5,2.625
1,IDH1-mutated relapsed/refractory MDS,none,no_kg,gpt-4.1-mini,1,8,D,1,1.0,1,1,1,1,,both,consistent,5.0,"Strong KG evidence links Drug-4 to IDH1-mutant pathways and MDS-related epigenetic dysregulation, consistent with known pharmacology.",1.0,5.0
1,Retinopathy of prematurity,none,no_kg,gpt-4.1-mini,0,8,D,5,0.2,0,0,1,1,,prior,insufficient,2.0,Drug-6 shows no KG evidence and limited known activity related to ROP pathophysiology.,0.625,2.25
1,Retinopathy of prematurity,none,no_kg,gpt-4.1-mini,1,8,A,4,0.25,0,0,1,1,,kg,insufficient,2.0,Drug-6 has minimal KG evidence with weak links to ROP pathways and no supporting pharmacological rationale.,0.625,2.375
1,Agitation associated with Alzheimer's dementia,none,no_kg,gpt-4.1-mini,0,8,B,2,0.5,0,1,1,1,,both,consistent,4.0,"Drug-5 modulates dopaminergic signaling relevant to agitation, with KG evidence aligning well with known mechanisms.",0.75,3.0
1,Agitation associated with Alzheimer's dementia,none,no_kg,gpt-4.1-mini,1,8,D,1,1.0,1,1,1,1,,both,consistent,5.0,"KG links Drug-4 to relevant CNS targets and pathways implicated in agitation and Alzheimer's, consistent with known pharmacology of modulating neurotransmitter systems.",1.0,5.0
1,LDL-C elevation in statin-intolerant dyslipidemia,none,no_kg,gpt-4.1-mini,0,8,E,2,0.5,0,1,1,1,,both,consistent,4.0,"Drug-8 is connected via KG to NPC1L1 inhibition, which reduces intestinal cholesterol absorption, supported by known mechanisms.",0.625,2.625
1,LDL-C elevation in statin-intolerant dyslipidemia,none,no_kg,gpt-4.1-mini,1,8,A,9,0.1111111111111111,0,0,0,1,,,,,,1.0,5.0
1,First-line anemia in lower-risk MDS,none,no_kg,gpt-4.1-mini,0,8,A,5,0.2,0,0,1,1,,kg,insufficient,2.0,"Drug-7 shows sparse KG associations to disease pathways, but these are not strongly tied to anemia or MDS.",0.5,2.25
1,First-line anemia in lower-risk MDS,none,no_kg,gpt-4.1-mini,1,8,A,4,0.25,0,0,1,1,,kg,insufficient,3.0,Drug-7 has some KG associations with targets related to anemia but lacks strong pharmacological support.,0.75,2.625
1,Atopic dermatitis,none,no_kg,gpt-4.1-mini,0,8,C,3,0.3333333333333333,0,1,1,1,,kg,insufficient,3.0,Drug-7 has some KG mechanistic links but lacks strong prior evidence for efficacy in atopic dermatitis.,0.5,2.625
1,Atopic dermatitis,none,no_kg,gpt-4.1-mini,1,8,F,8,0.125,0,0,0,1,,kg,insufficient,1.0,"Drug-7 has minimal KG evidence and no known relevance to AD mechanisms, making its plausibility very low.",0.75,2.625
1,Acute HCV pediatric,none,no_kg,gpt-4.1-mini,0,8,D,5,0.2,0,0,1,1,,prior,insufficient,2.0,Drug-8 has no KG links and limited prior evidence suggesting activity against HCV or related pathways.,0.375,2.625
1,Acute HCV pediatric,none,no_kg,gpt-4.1-mini,1,8,D,4,0.25,0,0,1,1,,both,insufficient,3.0,Drug-8 has some KG annotations involving immune pathways relevant to HCV but no direct antiviral target evidence.,0.625,2.625
1,HoFH in children,none,no_kg,gpt-4.1-mini,0,8,H,7,0.14285714285714285,0,0,0,1,,prior,insufficient,1.0,Drug-8 lacks KG and known pharmacological relevance to HoFH or LDL cholesterol pathways.,0.5,2.5
1,HoFH in children,none,no_kg,gpt-4.1-mini,1,8,E,7,0.14285714285714285,0,0,0,1,,kg,insufficient,2.0,"KG evidence is sparse and indirect for Drug-8, with no strong prior pharmacological support for HoFH.",0.5,2.75
1,dMMR/MSI-H primary advanced endometrial cancer (+chemo),none,no_kg,gpt-4.1-mini,0,8,C,2,0.5,0,1,1,1,,both,consistent,4.0,Drug-8 is associated in KG with targets involved in tumor proliferation pathways and has known pharmacology supporting combination with chemotherapy in endometrial cancer.,0.375,2.625
1,dMMR/MSI-H primary advanced endometrial cancer (+chemo),none,no_kg,gpt-4.1-mini,1,8,H,9,0.1111111111111111,0,0,0,1,,,,,,1.0,5.0
1,Cerebral folate transport deficiency,none,no_kg,gpt-4.1-mini,0,8,A,9,0.1111111111111111,0,0,0,1,,,,,,1.0,5.0
1,Cerebral folate transport deficiency,none,no_kg,gpt-4.1-mini,1,8,C,3,0.3333333333333333,0,1,1,1,,both,insufficient,3.0,Drug-1 has weak KG links to related pathways but pharmacology suggests possible indirect benefits.,0.5,2.625
1,Reduce MACE in CVD + obesity/overweight,none,no_kg,gpt-4.1-mini,0,8,C,6,0.16666666666666666,0,0,0,1,,kg,conflicting,2.0,"KG links suggest targets not strongly implicated in MACE or obesity, conflicting somewhat with known pharmacology.",0.75,2.75
1,Reduce MACE in CVD + obesity/overweight,none,no_kg,gpt-4.1-mini,1,8,C,8,0.125,0,0,0,1,,prior,insufficient,1.0,Drug-8 lacks KG evidence and has no strong prior pharmacological rationale for reducing MACE or managing obesity.,0.375,3.0
1,Palmoplantar pustulosis (PMDA),none,no_kg,gpt-4.1-mini,0,8,H,4,0.25,0,0,1,1,,prior,insufficient,2.0,"Drug-7 lacks KG evidence but pharmacological profile suggests some potential for immune modulation, though weakly related to PPP.",0.375,2.25
1,Palmoplantar pustulosis (PMDA),none,no_kg,gpt-4.1-mini,1,8,B,2,0.5,0,1,1,1,,both,consistent,4.0,Drug-7 shows KG links to keratinocyte proliferation pathways and has prior evidence of efficacy in related pustular skin conditions.,0.5,2.625
1,Measles prophylaxis post-exposure,none,no_kg,gpt-4.1-mini,0,8,G,9,0.1111111111111111,0,0,0,1,,,,,,1.0,4.0
1,Measles prophylaxis post-exposure,none,no_kg,gpt-4.1-mini,1,8,E,5,0.2,0,0,1,1,,prior,insufficient,2.0,No KG evidence; pharmacology unrelated to viral infections or immune modulation relevant to measles.,0.375,2.25
1,CKD in T2D,none,no_kg,gpt-4.1-mini,0,8,A,5,0.2,0,0,1,1,,kg,insufficient,2.0,Drug-8 has KG associations with disease pathways but sparse evidence and no strong supporting pharmacology.,0.625,2.625
1,CKD in T2D,none,no_kg,gpt-4.1-mini,1,8,E,7,0.14285714285714285,0,0,0,1,,kg,insufficient,2.0,Sparse KG data with no strong known pharmacological relevance to CKD in T2D.,0.625,3.0
1,HER2-mutant NSCLC (PMDA),none,no_kg,gpt-4.1-mini,0,8,G,8,0.125,0,0,0,1,,prior,insufficient,1.0,Lacks KG evidence and prior knowledge does not support efficacy in HER2-mutant NSCLC.,0.375,2.625
1,HER2-mutant NSCLC (PMDA),none,no_kg,gpt-4.1-mini,1,8,D,4,0.25,0,0,1,1,,both,insufficient,3.0,Limited KG connections and modest prior support for involvement in key HER2 pathways.,0.5,2.625
1,Heterozygous familial hypercholesterolemia,none,no_kg,gpt-4.1-mini,0,8,E,6,0.16666666666666666,0,0,0,1,,prior,insufficient,2.0,Drug-7 shows no KG evidence and minimal prior knowledge supporting its use in HeFH.,0.375,2.625
1,Heterozygous familial hypercholesterolemia,none,no_kg,gpt-4.1-mini,1,8,E,8,0.125,0,0,0,1,,kg,insufficient,1.0,"Drug-7 lacks KG and prior pharmacological evidence linking it to HeFH, making its mechanistic plausibility uncertain.",0.75,2.625
1,Crohn's disease,none,no_kg,gpt-4.1-mini,0,8,E,6,0.16666666666666666,0,0,0,1,,kg,insufficient,2.0,Drug-7 has sparse KG links with unclear target relevance to Crohn's disease and lacks strong prior pharmacological support.,0.625,3.0
1,Crohn's disease,none,no_kg,gpt-4.1-mini,1,8,H,8,0.125,0,0,0,1,,prior,insufficient,1.0,No KG evidence and pharmacological properties do not suggest efficacy in Crohn's disease.,0.5,2.625
1,COVID-19 in severe renal impairment/dialysis,none,no_kg,gpt-4.1-mini,0,8,B,3,0.3333333333333333,0,1,1,1,,prior,insufficient,3.0,Drug-8 may have antiviral activity relevant to COVID-19 but lacks clear data on renal safety or benefit in dialysis patients.,0.0,2.25
1,COVID-19 in severe renal impairment/dialysis,none,no_kg,gpt-4.1-mini,1,8,B,2,0.5,0,1,1,1,,both,consistent,4.0,Drug-8 is supported by KG evidence involving antiviral pathways and has known mechanisms relevant to COVID-19 and potential renal safety.,0.375,2.375
1,MASH with fibrosis,none,no_kg,gpt-4.1-mini,0,8,D,8,0.125,0,0,0,1,,both,conflicting,1.0,"KG evidence suggests off-target effects potentially worsening fibrosis, conflicting with prior expectations.",0.625,2.625
1,MASH with fibrosis,none,no_kg,gpt-4.1-mini,1,8,C,1,1.0,1,1,1,1,,both,consistent,5.0,"Drug-8 has KG evidence linking its target to key fibrotic and metabolic pathways relevant to MASH, supported by strong prior knowledge of its antifibrotic actions.",0.5,2.875
1,mHSPC + ADT,none,no_kg,gpt-4.1-mini,0,8,F,8,0.125,0,0,0,1,,prior,insufficient,1.0,Lack of KG evidence and no known pharmacological mechanism relevant to mHSPC + ADT treatment.,0.625,2.625
1,mHSPC + ADT,none,no_kg,gpt-4.1-mini,1,8,B,8,0.125,0,0,0,1,,both,conflicting,1.0,"Drug-8's KG links suggest targets unrelated or antagonistic to ADT mechanisms, conflicting with known pharmacology.",0.625,2.625
1,Chronic kidney disease,none,no_kg,gpt-4.1-mini,0,8,C,6,0.16666666666666666,0,0,0,1,,kg,conflicting,2.0,"KG suggests involvement in pathways possibly exacerbating CKD, conflicting somewhat with beneficial hypotheses.",0.75,2.625
1,Chronic kidney disease,none,no_kg,gpt-4.1-mini,1,8,D,6,0.16666666666666666,0,0,0,1,,kg,insufficient,2.0,Drug-8 shows sparse KG evidence with unclear linkage to CKD mechanisms.,0.75,2.625
1,Allergic fungal rhinosinusitis (AFRS) ≥6yr,none,no_kg,gpt-4.1-mini,0,8,B,7,0.14285714285714285,0,0,0,1,,prior,insufficient,1.0,Drug-8 lacks both KG evidence and known pharmacological relevance to AFRS.,0.5,2.25
1,Allergic fungal rhinosinusitis (AFRS) ≥6yr,none,no_kg,gpt-4.1-mini,1,8,B,9,0.1111111111111111,0,0,0,1,,,,,,1.0,4.0
1,Acquired hypothalamic obesity,none,no_kg,gpt-4.1-mini,0,8,C,9,0.1111111111111111,0,0,0,1,,,,,,1.0,5.0
1,Acquired hypothalamic obesity,none,no_kg,gpt-4.1-mini,1,8,G,6,0.16666666666666666,0,0,0,1,,kg,insufficient,2.0,Drug-8 has KG links to general metabolic pathways but no specific hypothalamic obesity relevance.,0.5,2.25
1,Pediatric glioma (EMA),none,no_kg,gpt-4.1-mini,0,8,B,2,0.5,0,1,1,1,,both,consistent,4.0,Drug-6 shows KG links to glioma-related pathways with known activity in similar tumor contexts.,0.375,2.625
1,Pediatric glioma (EMA),none,no_kg,gpt-4.1-mini,1,8,B,9,0.1111111111111111,0,0,0,1,,,,,,1.0,5.0
1,IV formulation for rheumatic diseases (EMA),none,no_kg,gpt-4.1-mini,0,8,B,2,0.5,0,1,1,1,,both,consistent,4.0,"Drug-6 shows KG mechanistic links to inflammation-related pathways and targets implicated in rheumatic disease, supported by prior knowledge of anti-inflammatory activity.",0.375,2.625
1,IV formulation for rheumatic diseases (EMA),none,no_kg,gpt-4.1-mini,1,8,D,1,1.0,1,1,1,1,,both,consistent,5.0,"Strong KG evidence links Drug-7 to key immune targets and inflammatory pathways involved in rheumatic diseases, consistent with known pharmacology.",1.0,5.0
1,Oral tablet formulation for weight management,none,no_kg,gpt-4.1-mini,0,8,E,8,0.125,0,0,0,1,,insufficient,insufficient,1.0,"No KG or prior evidence supporting Drug-8 for weight management, making its plausibility very low.",0.625,2.625
1,Oral tablet formulation for weight management,none,no_kg,gpt-4.1-mini,1,8,G,9,0.1111111111111111,0,0,0,1,,,,,,1.0,5.0
1,dMMR recurrent/advanced endometrial cancer,none,no_kg,gpt-4.1-mini,0,8,D,7,0.14285714285714285,0,0,0,1,,both,conflicting,2.0,"KG links Drug-8 to pathways not clearly related to dMMR or endometrial cancer, conflicting with limited prior efficacy data.",0.625,2.75
1,dMMR recurrent/advanced endometrial cancer,none,no_kg,gpt-4.1-mini,1,8,B,1,1.0,1,1,1,1,,both,consistent,4.0,"Drug-8 has KG links to mismatch repair pathways and targets implicated in endometrial cancer, consistent with known mechanisms for dMMR tumors.",0.625,2.375
1,Primary humoral immunodeficiency pediatric 2-11yr,none,no_kg,gpt-4.1-mini,0,8,D,1,1.0,1,1,1,1,,both,consistent,4.0,"Drug-1 has KG evidence linking it to immune system targets and pathways relevant to humoral immunity, consistent with known mechanisms for improving antibody deficiencies.",0.5,2.25
1,Primary humoral immunodeficiency pediatric 2-11yr,none,no_kg,gpt-4.1-mini,1,8,E,3,0.3333333333333333,0,1,1,1,,kg,insufficient,3.0,Drug-1 shows some KG associations with immune pathways but lacks strong prior pharmacological support for this disease.,0.5,2.625
1,Neoadj+adj HNSCC,none,no_kg,gpt-4.1-mini,0,8,H,9,0.1111111111111111,0,0,0,1,,,,,,1.0,5.0
